Primer	Reference	Start	End
DENV4_34_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	10478	10499
DENV4_34_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	10491	10512
DENV4_35_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	10179	10200
DENV4_35_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	10174	10195
DENV4_35_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	2427	2448
DENV4_35_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	2609	2630
DENV4_35_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	10635	10656
DENV4_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	10549	10570
DENV4_35_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	10607	10628
DENV4_35_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	10623	10644
D4_F	GCF_000862125.1_ViralProj15306_genomic	405	425
D4_F	GCF_000865065.1_ViralProj15599_genomic	904	924
D4_F	GCF_000866625.1_ViralProj15598_genomic	9196	9216
D4_F	GCF_000871845.1_ViralProj20183_genomic	4415	4435
DUL_F	GCF_000862125.1_ViralProj15306_genomic	1550	1572
DUL_F	GCF_000865065.1_ViralProj15599_genomic	1554	1576
DUL_F	GCF_000866625.1_ViralProj15598_genomic	1544	1566
DUL_F	GCF_000871845.1_ViralProj20183_genomic	1552	1574
DU_R	GCF_000862125.1_ViralProj15306_genomic	2168	2190
DU_R	GCF_000865065.1_ViralProj15599_genomic	2172	2194
DU_R	GCF_000866625.1_ViralProj15598_genomic	2162	2184
DU_R	GCF_000871845.1_ViralProj20183_genomic	2170	2192
D1L_F	GCF_000862125.1_ViralProj15306_genomic	1601	1621
D1L_F	GCF_000865065.1_ViralProj15599_genomic	9008	9028
D1L_F	GCF_000866625.1_ViralProj15598_genomic	10140	10160
D1L_F	GCF_000871845.1_ViralProj20183_genomic	2874	2894
D1_R	GCF_000862125.1_ViralProj15306_genomic	2082	2104
D1_R	GCF_000865065.1_ViralProj15599_genomic	5681	5703
D1_R	GCF_000866625.1_ViralProj15598_genomic	2076	2098
D1_R	GCF_000871845.1_ViralProj20183_genomic	5025	5047
D2L_F	GCF_000862125.1_ViralProj15306_genomic	9349	9369
D2L_F	GCF_000865065.1_ViralProj15599_genomic	3717	3737
D2L_F	GCF_000866625.1_ViralProj15598_genomic	5338	5358
D2L_F	GCF_000871845.1_ViralProj20183_genomic	1744	1764
D2_R	GCF_000862125.1_ViralProj15306_genomic	448	467
D2_R	GCF_000865065.1_ViralProj15599_genomic	2033	2052
D2_R	GCF_000866625.1_ViralProj15598_genomic	601	620
D2_R	GCF_000871845.1_ViralProj20183_genomic	2070	2089
D3L_F	GCF_000862125.1_ViralProj15306_genomic	2633	2654
D3L_F	GCF_000865065.1_ViralProj15599_genomic	6622	6643
D3L_F	GCF_000866625.1_ViralProj15598_genomic	1827	1848
D3L_F	GCF_000871845.1_ViralProj20183_genomic	4601	4622
D3_R	GCF_000862125.1_ViralProj15306_genomic	6482	6501
D3_R	GCF_000865065.1_ViralProj15599_genomic	8341	8360
D3_R	GCF_000866625.1_ViralProj15598_genomic	2005	2024
D3_R	GCF_000871845.1_ViralProj20183_genomic	8880	8899
D4L_F	GCF_000862125.1_ViralProj15306_genomic	7785	7805
D4L_F	GCF_000865065.1_ViralProj15599_genomic	1891	1911
D4L_F	GCF_000866625.1_ViralProj15598_genomic	2756	2776
D4L_F	GCF_000871845.1_ViralProj20183_genomic	2765	2785
D4_R	GCF_000862125.1_ViralProj15306_genomic	5629	5650
D4_R	GCF_000865065.1_ViralProj15599_genomic	2012	2033
D4_R	GCF_000866625.1_ViralProj15598_genomic	3306	3327
D4_R	GCF_000871845.1_ViralProj20183_genomic	8690	8711
DencomR2_R	GCF_000862125.1_ViralProj15306_genomic	765	783
DencomR2_R	GCF_000865065.1_ViralProj15599_genomic	769	787
DencomR2_R	GCF_000866625.1_ViralProj15598_genomic	765	783
DencomR2_R	GCF_000871845.1_ViralProj20183_genomic	767	785
D2C_R	GCF_000862125.1_ViralProj15306_genomic	10293	10313
D2C_R	GCF_000865065.1_ViralProj15599_genomic	2194	2214
D2C_R	GCF_000866625.1_ViralProj15598_genomic	10351	10371
D2C_R	GCF_000871845.1_ViralProj20183_genomic	1413	1433
DENV1_SP1_F	GCF_000862125.1_ViralProj15306_genomic	582	600
DENV1_SP1_F	GCF_000865065.1_ViralProj15599_genomic	3942	3960
DENV1_SP1_F	GCF_000866625.1_ViralProj15598_genomic	317	335
DENV1_SP1_F	GCF_000871845.1_ViralProj20183_genomic	5462	5480
DENV1_SP2_F	GCF_000862125.1_ViralProj15306_genomic	453	475
DENV1_SP2_F	GCF_000865065.1_ViralProj15599_genomic	457	479
DENV1_SP2_F	GCF_000866625.1_ViralProj15598_genomic	453	475
DENV1_SP2_F	GCF_000871845.1_ViralProj20183_genomic	455	477
DENV1_SP3_F	GCF_000862125.1_ViralProj15306_genomic	309	332
DENV1_SP3_F	GCF_000865065.1_ViralProj15599_genomic	313	336
DENV1_SP3_F	GCF_000866625.1_ViralProj15598_genomic	309	332
DENV1_SP3_F	GCF_000871845.1_ViralProj20183_genomic	3734	3757
DENV1_SP4_R	GCF_000862125.1_ViralProj15306_genomic	9971	9992
DENV1_SP4_R	GCF_000865065.1_ViralProj15599_genomic	9966	9987
DENV1_SP4_R	GCF_000866625.1_ViralProj15598_genomic	9965	9986
DENV1_SP4_R	GCF_000871845.1_ViralProj20183_genomic	9970	9991
DENV1_SP5_R	GCF_000862125.1_ViralProj15306_genomic	10141	10162
DENV1_SP5_R	GCF_000865065.1_ViralProj15599_genomic	10136	10157
DENV1_SP5_R	GCF_000866625.1_ViralProj15598_genomic	10135	10156
DENV1_SP5_R	GCF_000871845.1_ViralProj20183_genomic	10140	10161
DENV2_SP1_F	GCF_000862125.1_ViralProj15306_genomic	473	495
DENV2_SP1_F	GCF_000865065.1_ViralProj15599_genomic	342	364
DENV2_SP1_F	GCF_000866625.1_ViralProj15598_genomic	473	495
DENV2_SP1_F	GCF_000871845.1_ViralProj20183_genomic	475	497
DENV2_SP2_F	GCF_000862125.1_ViralProj15306_genomic	4768	4790
DENV2_SP2_F	GCF_000865065.1_ViralProj15599_genomic	3530	3552
DENV2_SP2_F	GCF_000866625.1_ViralProj15598_genomic	6395	6417
DENV2_SP2_F	GCF_000871845.1_ViralProj20183_genomic	355	377
DENV2_SP3_F	GCF_000862125.1_ViralProj15306_genomic	3664	3686
DENV2_SP3_F	GCF_000865065.1_ViralProj15599_genomic	289	311
DENV2_SP3_F	GCF_000866625.1_ViralProj15598_genomic	7868	7890
DENV2_SP3_F	GCF_000871845.1_ViralProj20183_genomic	287	309
DENV2_SP4_R	GCF_000862125.1_ViralProj15306_genomic	2017	2040
DENV2_SP4_R	GCF_000865065.1_ViralProj15599_genomic	10147	10170
DENV2_SP4_R	GCF_000866625.1_ViralProj15598_genomic	10146	10169
DENV2_SP4_R	GCF_000871845.1_ViralProj20183_genomic	10151	10174
DENV2_SP5_R	GCF_000862125.1_ViralProj15306_genomic	6216	6239
DENV2_SP5_R	GCF_000865065.1_ViralProj15599_genomic	7591	7614
DENV2_SP5_R	GCF_000866625.1_ViralProj15598_genomic	9421	9444
DENV2_SP5_R	GCF_000871845.1_ViralProj20183_genomic	10239	10262
DENV3_SP1_F	GCF_000862125.1_ViralProj15306_genomic	585	607
DENV3_SP1_F	GCF_000865065.1_ViralProj15599_genomic	589	611
DENV3_SP1_F	GCF_000866625.1_ViralProj15598_genomic	585	607
DENV3_SP1_F	GCF_000871845.1_ViralProj20183_genomic	587	609
DENV3_SP2_F	GCF_000862125.1_ViralProj15306_genomic	447	466
DENV3_SP2_F	GCF_000865065.1_ViralProj15599_genomic	451	470
DENV3_SP2_F	GCF_000866625.1_ViralProj15598_genomic	447	466
DENV3_SP2_F	GCF_000871845.1_ViralProj20183_genomic	6126	6145
DENV3_SP3_F	GCF_000862125.1_ViralProj15306_genomic	297	318
DENV3_SP3_F	GCF_000865065.1_ViralProj15599_genomic	301	322
DENV3_SP3_F	GCF_000866625.1_ViralProj15598_genomic	297	318
DENV3_SP3_F	GCF_000871845.1_ViralProj20183_genomic	299	320
DENV3_SP4_R	GCF_000862125.1_ViralProj15306_genomic	5891	5911
DENV3_SP4_R	GCF_000865065.1_ViralProj15599_genomic	948	968
DENV3_SP4_R	GCF_000866625.1_ViralProj15598_genomic	10234	10254
DENV3_SP4_R	GCF_000871845.1_ViralProj20183_genomic	10249	10269
DENV3_SP5_R	GCF_000862125.1_ViralProj15306_genomic	10365	10384
DENV3_SP5_R	GCF_000865065.1_ViralProj15599_genomic	9640	9659
DENV3_SP5_R	GCF_000866625.1_ViralProj15598_genomic	10335	10354
DENV3_SP5_R	GCF_000871845.1_ViralProj20183_genomic	10344	10363
DENV4_SP1_F	GCF_000862125.1_ViralProj15306_genomic	6018	6039
DENV4_SP1_F	GCF_000865065.1_ViralProj15599_genomic	517	538
DENV4_SP1_F	GCF_000866625.1_ViralProj15598_genomic	513	534
DENV4_SP1_F	GCF_000871845.1_ViralProj20183_genomic	8500	8521
DENV4_SP2_F	GCF_000862125.1_ViralProj15306_genomic	6813	6836
DENV4_SP2_F	GCF_000865065.1_ViralProj15599_genomic	475	498
DENV4_SP2_F	GCF_000866625.1_ViralProj15598_genomic	471	494
DENV4_SP2_F	GCF_000871845.1_ViralProj20183_genomic	9956	9979
DENV4_SP3_F	GCF_000862125.1_ViralProj15306_genomic	1956	1976
DENV4_SP3_F	GCF_000865065.1_ViralProj15599_genomic	259	279
DENV4_SP3_F	GCF_000866625.1_ViralProj15598_genomic	4065	4085
DENV4_SP3_F	GCF_000871845.1_ViralProj20183_genomic	3088	3108
DENV4_SP4_R	GCF_000862125.1_ViralProj15306_genomic	10422	10440
DENV4_SP4_R	GCF_000865065.1_ViralProj15599_genomic	10323	10341
DENV4_SP4_R	GCF_000866625.1_ViralProj15598_genomic	10396	10414
DENV4_SP4_R	GCF_000871845.1_ViralProj20183_genomic	10406	10424
DENV4_SP5_R	GCF_000862125.1_ViralProj15306_genomic	10124	10146
DENV4_SP5_R	GCF_000865065.1_ViralProj15599_genomic	10119	10141
DENV4_SP5_R	GCF_000866625.1_ViralProj15598_genomic	10118	10140
DENV4_SP5_R	GCF_000871845.1_ViralProj20183_genomic	8836	8858
DENV1_1_F	GCF_000862125.1_ViralProj15306_genomic	12	37
DENV1_1_F	GCF_000865065.1_ViralProj15599_genomic	12	37
DENV1_1_F	GCF_000866625.1_ViralProj15598_genomic	12	37
DENV1_1_F	GCF_000871845.1_ViralProj20183_genomic	12	37
DENV1_2_R	GCF_000862125.1_ViralProj15306_genomic	514	539
DENV1_2_R	GCF_000866625.1_ViralProj15598_genomic	514	539
DENV1_3_F	GCF_000862125.1_ViralProj15306_genomic	371	402
DENV1_3_F	GCF_000865065.1_ViralProj15599_genomic	375	406
DENV1_4_R	GCF_000862125.1_ViralProj15306_genomic	858	885
DENV1_4_R	GCF_000866625.1_ViralProj15598_genomic	858	885
DENV1_5_F	GCF_000862125.1_ViralProj15306_genomic	807	830
DENV1_5_F	GCF_000865065.1_ViralProj15599_genomic	4857	4880
DENV1_5_F	GCF_000866625.1_ViralProj15598_genomic	807	830
DENV1_5_F	GCF_000871845.1_ViralProj20183_genomic	809	832
DENV1_6_R	GCF_000862125.1_ViralProj15306_genomic	1167	1194
DENV1_7_F	GCF_000862125.1_ViralProj15306_genomic	1061	1090
DENV1_8_R	GCF_000862125.1_ViralProj15306_genomic	1992	2018
DENV1_8_R	GCF_000865065.1_ViralProj15599_genomic	10021	10047
DENV1_8_R	GCF_000866625.1_ViralProj15598_genomic	1986	2012
DENV1_8_R	GCF_000871845.1_ViralProj20183_genomic	1994	2020
DENV1_9_F	GCF_000862125.1_ViralProj15306_genomic	1868	1890
DENV1_9_F	GCF_000865065.1_ViralProj15599_genomic	1872	1894
DENV1_9_F	GCF_000866625.1_ViralProj15598_genomic	1862	1884
DENV1_9_F	GCF_000871845.1_ViralProj20183_genomic	1870	1892
DENV1_10_R	GCF_000862125.1_ViralProj15306_genomic	2666	2697
DENV1_10_R	GCF_000866625.1_ViralProj15598_genomic	2660	2691
DENV1_11_F	GCF_000862125.1_ViralProj15306_genomic	2316	2347
DENV1_12_R	GCF_000862125.1_ViralProj15306_genomic	3238	3267
DENV1_12_R	GCF_000871845.1_ViralProj20183_genomic	3240	3269
DENV1_13_F	GCF_000862125.1_ViralProj15306_genomic	2923	2948
DENV1_13_F	GCF_000865065.1_ViralProj15599_genomic	10287	10312
DENV1_13_F	GCF_000866625.1_ViralProj15598_genomic	2917	2942
DENV1_14_R	GCF_000862125.1_ViralProj15306_genomic	3645	3671
DENV1_14_R	GCF_000865065.1_ViralProj15599_genomic	3649	3675
DENV1_14_R	GCF_000866625.1_ViralProj15598_genomic	5358	5384
DENV1_14_R	GCF_000871845.1_ViralProj20183_genomic	5363	5389
DENV1_15_F	GCF_000862125.1_ViralProj15306_genomic	3446	3474
DENV1_15_F	GCF_000866625.1_ViralProj15598_genomic	3440	3468
DENV1_15_F	GCF_000871845.1_ViralProj20183_genomic	3448	3476
DENV1_16_R	GCF_000862125.1_ViralProj15306_genomic	4338	4365
DENV1_16_R	GCF_000865065.1_ViralProj15599_genomic	9277	9304
DENV1_16_R	GCF_000866625.1_ViralProj15598_genomic	7162	7189
DENV1_17_F	GCF_000862125.1_ViralProj15306_genomic	4068	4097
DENV1_18_R	GCF_000862125.1_ViralProj15306_genomic	5018	5041
DENV1_18_R	GCF_000865065.1_ViralProj15599_genomic	7194	7217
DENV1_18_R	GCF_000866625.1_ViralProj15598_genomic	7196	7219
DENV1_18_R	GCF_000871845.1_ViralProj20183_genomic	7547	7570
DENV1_19_F	GCF_000862125.1_ViralProj15306_genomic	4879	4904
DENV1_19_F	GCF_000865065.1_ViralProj15599_genomic	4883	4908
DENV1_19_F	GCF_000866625.1_ViralProj15598_genomic	4873	4898
DENV1_20_R	GCF_000862125.1_ViralProj15306_genomic	5815	5841
DENV1_20_R	GCF_000865065.1_ViralProj15599_genomic	5816	5842
DENV1_20_R	GCF_000866625.1_ViralProj15598_genomic	5809	5835
DENV1_20_R	GCF_000871845.1_ViralProj20183_genomic	5814	5840
DENV1_21_F	GCF_000862125.1_ViralProj15306_genomic	5561	5586
DENV1_21_F	GCF_000865065.1_ViralProj15599_genomic	5562	5587
DENV1_21_F	GCF_000866625.1_ViralProj15598_genomic	5555	5580
DENV1_21_F	GCF_000871845.1_ViralProj20183_genomic	5560	5585
DENV1_22_R	GCF_000862125.1_ViralProj15306_genomic	6384	6413
DENV1_23_F	GCF_000862125.1_ViralProj15306_genomic	6220	6247
DENV1_23_F	GCF_000865065.1_ViralProj15599_genomic	6221	6248
DENV1_23_F	GCF_000866625.1_ViralProj15598_genomic	6214	6241
DENV1_24_R	GCF_000862125.1_ViralProj15306_genomic	7144	7171
DENV1_24_R	GCF_000866625.1_ViralProj15598_genomic	7135	7162
DENV1_25_F	GCF_000862125.1_ViralProj15306_genomic	6887	6911
DENV1_25_F	GCF_000865065.1_ViralProj15599_genomic	1273	1297
DENV1_25_F	GCF_000866625.1_ViralProj15598_genomic	10495	10519
DENV1_26_R	GCF_000862125.1_ViralProj15306_genomic	7627	7656
DENV1_27_F	GCF_000862125.1_ViralProj15306_genomic	7345	7375
DENV1_28_R	GCF_000862125.1_ViralProj15306_genomic	8351	8373
DENV1_28_R	GCF_000865065.1_ViralProj15599_genomic	2612	2634
DENV1_28_R	GCF_000866625.1_ViralProj15598_genomic	9345	9367
DENV1_28_R	GCF_000871845.1_ViralProj20183_genomic	1888	1910
DENV1_29_F	GCF_000862125.1_ViralProj15306_genomic	8230	8259
DENV1_29_F	GCF_000865065.1_ViralProj15599_genomic	8222	8251
DENV1_29_F	GCF_000866625.1_ViralProj15598_genomic	8221	8250
DENV1_30_R	GCF_000862125.1_ViralProj15306_genomic	8867	8890
DENV1_30_R	GCF_000865065.1_ViralProj15599_genomic	10234	10257
DENV1_30_R	GCF_000866625.1_ViralProj15598_genomic	6035	6058
DENV1_30_R	GCF_000871845.1_ViralProj20183_genomic	2488	2511
DENV1_31_F	GCF_000862125.1_ViralProj15306_genomic	8657	8682
DENV1_31_F	GCF_000865065.1_ViralProj15599_genomic	8649	8674
DENV1_31_F	GCF_000866625.1_ViralProj15598_genomic	7321	7346
DENV1_31_F	GCF_000871845.1_ViralProj20183_genomic	7021	7046
DENV1_32_R	GCF_000862125.1_ViralProj15306_genomic	9454	9485
DENV1_33_F	GCF_000862125.1_ViralProj15306_genomic	9117	9148
DENV1_33_F	GCF_000866625.1_ViralProj15598_genomic	9108	9139
DENV1_34_R	GCF_000862125.1_ViralProj15306_genomic	9733	9755
DENV1_34_R	GCF_000865065.1_ViralProj15599_genomic	9482	9504
DENV1_34_R	GCF_000866625.1_ViralProj15598_genomic	3254	3276
DENV1_34_R	GCF_000871845.1_ViralProj20183_genomic	8001	8023
DENV1_35_F	GCF_000862125.1_ViralProj15306_genomic	9466	9495
DENV1_36_R	GCF_000862125.1_ViralProj15306_genomic	10274	10304
DENV1_37_F	GCF_000862125.1_ViralProj15306_genomic	10180	10211
DENV1_38_R	GCF_000862125.1_ViralProj15306_genomic	10697	10726
DENV1_38_R	GCF_000865065.1_ViralProj15599_genomic	10611	10640
DENV1_38_R	GCF_000866625.1_ViralProj15598_genomic	10669	10698
DENV1_38_R	GCF_000871845.1_ViralProj20183_genomic	10685	10714
DENV2_1_F	GCF_000862125.1_ViralProj15306_genomic	1	28
DENV2_1_F	GCF_000865065.1_ViralProj15599_genomic	1	28
DENV2_1_F	GCF_000866625.1_ViralProj15598_genomic	1	28
DENV2_1_F	GCF_000871845.1_ViralProj20183_genomic	1	28
DENV2_2_R	GCF_000865065.1_ViralProj15599_genomic	341	368
DENV2_2_R	GCF_000866625.1_ViralProj15598_genomic	337	364
DENV2_2_R	GCF_000871845.1_ViralProj20183_genomic	339	366
DENV2_3_F	GCF_000862125.1_ViralProj15306_genomic	258	282
DENV2_3_F	GCF_000865065.1_ViralProj15599_genomic	262	286
DENV2_3_F	GCF_000866625.1_ViralProj15598_genomic	258	282
DENV2_3_F	GCF_000871845.1_ViralProj20183_genomic	260	284
DENV2_4_R	GCF_000865065.1_ViralProj15599_genomic	994	1021
DENV2_4_R	GCF_000866625.1_ViralProj15598_genomic	990	1017
DENV2_4_R	GCF_000871845.1_ViralProj20183_genomic	992	1019
DENV2_5_F	GCF_000871845.1_ViralProj20183_genomic	866	897
DENV2_6_R	GCF_000862125.1_ViralProj15306_genomic	1668	1698
DENV2_6_R	GCF_000865065.1_ViralProj15599_genomic	1672	1702
DENV2_6_R	GCF_000866625.1_ViralProj15598_genomic	1662	1692
DENV2_6_R	GCF_000871845.1_ViralProj20183_genomic	1670	1700
DENV2_7_F	GCF_000862125.1_ViralProj15306_genomic	1367	1394
DENV2_7_F	GCF_000871845.1_ViralProj20183_genomic	1369	1396
DENV2_8_R	GCF_000862125.1_ViralProj15306_genomic	2118	2142
DENV2_8_R	GCF_000865065.1_ViralProj15599_genomic	2122	2146
DENV2_8_R	GCF_000866625.1_ViralProj15598_genomic	2112	2136
DENV2_8_R	GCF_000871845.1_ViralProj20183_genomic	2120	2144
DENV2_9_F	GCF_000871845.1_ViralProj20183_genomic	1882	1915
DENV2_10_R	GCF_000862125.1_ViralProj15306_genomic	467	492
DENV2_10_R	GCF_000866625.1_ViralProj15598_genomic	8148	8173
DENV2_10_R	GCF_000871845.1_ViralProj20183_genomic	2695	2720
DENV2_11_F	GCF_000862125.1_ViralProj15306_genomic	4913	4934
DENV2_11_F	GCF_000865065.1_ViralProj15599_genomic	10327	10348
DENV2_11_F	GCF_000866625.1_ViralProj15598_genomic	9944	9965
DENV2_11_F	GCF_000871845.1_ViralProj20183_genomic	2085	2106
DENV2_12_R	GCF_000865065.1_ViralProj15599_genomic	9116	9141
DENV2_12_R	GCF_000871845.1_ViralProj20183_genomic	2925	2950
DENV2_13_F	GCF_000865065.1_ViralProj15599_genomic	2855	2883
DENV2_13_F	GCF_000871845.1_ViralProj20183_genomic	2853	2881
DENV2_14_R	GCF_000871845.1_ViralProj20183_genomic	3943	3976
DENV2_15_F	GCF_000862125.1_ViralProj15306_genomic	4799	4823
DENV2_15_F	GCF_000865065.1_ViralProj15599_genomic	5952	5976
DENV2_15_F	GCF_000866625.1_ViralProj15598_genomic	6109	6133
DENV2_15_F	GCF_000871845.1_ViralProj20183_genomic	3765	3789
DENV2_16_R	GCF_000862125.1_ViralProj15306_genomic	4704	4728
DENV2_16_R	GCF_000865065.1_ViralProj15599_genomic	2862	2886
DENV2_16_R	GCF_000866625.1_ViralProj15598_genomic	4698	4722
DENV2_16_R	GCF_000871845.1_ViralProj20183_genomic	4706	4730
DENV2_17_F	GCF_000865065.1_ViralProj15599_genomic	3006	3032
DENV2_17_F	GCF_000866625.1_ViralProj15598_genomic	4588	4614
DENV2_17_F	GCF_000871845.1_ViralProj20183_genomic	4596	4622
DENV2_18_R	GCF_000862125.1_ViralProj15306_genomic	5550	5574
DENV2_18_R	GCF_000865065.1_ViralProj15599_genomic	7653	7677
DENV2_18_R	GCF_000866625.1_ViralProj15598_genomic	5544	5568
DENV2_18_R	GCF_000871845.1_ViralProj20183_genomic	5549	5573
DENV2_19_F	GCF_000865065.1_ViralProj15599_genomic	5172	5199
DENV2_19_F	GCF_000866625.1_ViralProj15598_genomic	5165	5192
DENV2_19_F	GCF_000871845.1_ViralProj20183_genomic	5170	5197
DENV2_20_R	GCF_000862125.1_ViralProj15306_genomic	6038	6064
DENV2_20_R	GCF_000866625.1_ViralProj15598_genomic	8902	8928
DENV2_20_R	GCF_000871845.1_ViralProj20183_genomic	6037	6063
DENV2_21_F	GCF_000862125.1_ViralProj15306_genomic	5504	5532
DENV2_21_F	GCF_000866625.1_ViralProj15598_genomic	5498	5526
DENV2_21_F	GCF_000871845.1_ViralProj20183_genomic	5503	5531
DENV2_22_R	GCF_000862125.1_ViralProj15306_genomic	6707	6733
DENV2_22_R	GCF_000871845.1_ViralProj20183_genomic	6529	6555
DENV2_23_F	GCF_000862125.1_ViralProj15306_genomic	870	897
DENV2_23_F	GCF_000871845.1_ViralProj20183_genomic	6371	6398
DENV2_24_R	GCF_000865065.1_ViralProj15599_genomic	7515	7543
DENV2_24_R	GCF_000866625.1_ViralProj15598_genomic	7517	7545
DENV2_24_R	GCF_000871845.1_ViralProj20183_genomic	7522	7550
DENV2_25_F	GCF_000871845.1_ViralProj20183_genomic	7146	7174
DENV2_26_R	GCF_000865065.1_ViralProj15599_genomic	8034	8063
DENV2_26_R	GCF_000871845.1_ViralProj20183_genomic	8041	8070
DENV2_27_F	GCF_000865065.1_ViralProj15599_genomic	7517	7546
DENV2_27_F	GCF_000871845.1_ViralProj20183_genomic	7524	7553
DENV2_28_R	GCF_000862125.1_ViralProj15306_genomic	8729	8755
DENV2_28_R	GCF_000871845.1_ViralProj20183_genomic	8496	8522
DENV2_29_F	GCF_000866625.1_ViralProj15598_genomic	8373	8405
DENV2_29_F	GCF_000871845.1_ViralProj20183_genomic	8381	8413
DENV2_30_R	GCF_000871845.1_ViralProj20183_genomic	9199	9230
DENV2_31_F	GCF_000871845.1_ViralProj20183_genomic	8674	8701
DENV2_32_R	GCF_000862125.1_ViralProj15306_genomic	9633	9661
DENV2_32_R	GCF_000865065.1_ViralProj15599_genomic	9628	9656
DENV2_32_R	GCF_000866625.1_ViralProj15598_genomic	9627	9655
DENV2_32_R	GCF_000871845.1_ViralProj20183_genomic	9632	9660
DENV2_33_F	GCF_000862125.1_ViralProj15306_genomic	9522	9546
DENV2_33_F	GCF_000865065.1_ViralProj15599_genomic	9517	9541
DENV2_33_F	GCF_000866625.1_ViralProj15598_genomic	9516	9540
DENV2_33_F	GCF_000871845.1_ViralProj20183_genomic	9521	9545
DENV2_34_R	GCF_000871845.1_ViralProj20183_genomic	10259	10285
DENV2_35_F	GCF_000862125.1_ViralProj15306_genomic	10157	10186
DENV2_35_F	GCF_000865065.1_ViralProj15599_genomic	10152	10181
DENV2_35_F	GCF_000871845.1_ViralProj20183_genomic	10156	10185
DENV2_36_R	GCF_000862125.1_ViralProj15306_genomic	10661	10682
DENV2_36_R	GCF_000865065.1_ViralProj15599_genomic	10575	10596
DENV2_36_R	GCF_000866625.1_ViralProj15598_genomic	10633	10654
DENV2_36_R	GCF_000871845.1_ViralProj20183_genomic	10649	10670
DENV3_1_F	GCF_000862125.1_ViralProj15306_genomic	1	27
DENV3_1_F	GCF_000865065.1_ViralProj15599_genomic	1	27
DENV3_1_F	GCF_000866625.1_ViralProj15598_genomic	1	27
DENV3_1_F	GCF_000871845.1_ViralProj20183_genomic	1	27
DENV3_2_R	GCF_000862125.1_ViralProj15306_genomic	429	455
DENV3_2_R	GCF_000866625.1_ViralProj15598_genomic	429	455
DENV3_2_R	GCF_000871845.1_ViralProj20183_genomic	8894	8920
DENV3_3_F	GCF_000862125.1_ViralProj15306_genomic	293	318
DENV3_3_F	GCF_000865065.1_ViralProj15599_genomic	3702	3727
DENV3_3_F	GCF_000866625.1_ViralProj15598_genomic	293	318
DENV3_3_F	GCF_000871845.1_ViralProj20183_genomic	9642	9667
DENV3_4_R	GCF_000862125.1_ViralProj15306_genomic	7259	7283
DENV3_4_R	GCF_000866625.1_ViralProj15598_genomic	1084	1108
DENV3_4_R	GCF_000871845.1_ViralProj20183_genomic	1086	1110
DENV3_5_F	GCF_000862125.1_ViralProj15306_genomic	792	816
DENV3_5_F	GCF_000866625.1_ViralProj15598_genomic	792	816
DENV3_6_R	GCF_000862125.1_ViralProj15306_genomic	9016	9040
DENV3_6_R	GCF_000865065.1_ViralProj15599_genomic	9654	9678
DENV3_6_R	GCF_000866625.1_ViralProj15598_genomic	1450	1474
DENV3_6_R	GCF_000871845.1_ViralProj20183_genomic	8791	8815
DENV3_7_F	GCF_000862125.1_ViralProj15306_genomic	2118	2142
DENV3_7_F	GCF_000866625.1_ViralProj15598_genomic	1301	1325
DENV3_7_F	GCF_000871845.1_ViralProj20183_genomic	1303	1327
DENV3_8_R	GCF_000866625.1_ViralProj15598_genomic	2349	2377
DENV3_9_F	GCF_000865065.1_ViralProj15599_genomic	2250	2277
DENV3_9_F	GCF_000866625.1_ViralProj15598_genomic	2240	2267
DENV3_9_F	GCF_000871845.1_ViralProj20183_genomic	9583	9610
DENV3_10_R	GCF_000866625.1_ViralProj15598_genomic	3247	3278
DENV3_10_R	GCF_000871845.1_ViralProj20183_genomic	3255	3286
DENV3_11_F	GCF_000862125.1_ViralProj15306_genomic	3121	3145
DENV3_11_F	GCF_000865065.1_ViralProj15599_genomic	3125	3149
DENV3_11_F	GCF_000866625.1_ViralProj15598_genomic	3115	3139
DENV3_11_F	GCF_000871845.1_ViralProj20183_genomic	3123	3147
DENV3_12_R	GCF_000862125.1_ViralProj15306_genomic	3565	3587
DENV3_12_R	GCF_000865065.1_ViralProj15599_genomic	9990	10012
DENV3_12_R	GCF_000866625.1_ViralProj15598_genomic	4004	4026
DENV3_12_R	GCF_000871845.1_ViralProj20183_genomic	6665	6687
DENV3_13_F	GCF_000866625.1_ViralProj15598_genomic	3808	3838
DENV3_14_R	GCF_000862125.1_ViralProj15306_genomic	4102	4127
DENV3_14_R	GCF_000865065.1_ViralProj15599_genomic	4561	4586
DENV3_14_R	GCF_000866625.1_ViralProj15598_genomic	4551	4576
DENV3_14_R	GCF_000871845.1_ViralProj20183_genomic	7560	7585
DENV3_15_F	GCF_000862125.1_ViralProj15306_genomic	4316	4341
DENV3_15_F	GCF_000866625.1_ViralProj15598_genomic	4310	4335
DENV3_15_F	GCF_000871845.1_ViralProj20183_genomic	10646	10671
