accession_id	sequence_length
MW412947.1	1485
MW412946.1	1485
MW412945.1	1485
MW412944.1	1485
MW412943.1	1485
MW412942.1	1485
MW412941.1	1485
MW412674.1	1485
MW412673.1	1485
MW412672.1	1485
MW412671.1	1485
MW412670.1	1485
MW412669.1	1485
MW412668.1	1485
MW412667.1	1485
MW412666.1	1485
MW412665.1	1485
MW412664.1	1485
MW412663.1	1485
MW412662.1	1485
MW412661.1	1485
MW412660.1	1485
MW412659.1	1485
MW412658.1	1485
MW412657.1	1485
MW412656.1	1485
MW412655.1	1485
MW412654.1	1485
MW412653.1	1485
MW412652.1	1485
MW412651.1	1485
MW412617.1	1485
MW412616.1	1506
MW412615.1	1485
MW412614.1	1485
MW412613.1	1485
MW412612.1	1482
MW412611.1	1485
MW412610.1	1485
MW412609.1	1485
MW412608.1	1485
MW412607.1	1485
MW412606.1	1485
MW412605.1	1485
MW412604.1	1485
MW412603.1	1479
MW412602.1	1485
MW412601.1	1485
MW412600.1	1485
MW412599.1	1485
MW412598.1	1485
MW412597.1	1485
MW412596.1	1485
MW412595.1	1485
MW412594.1	1485
MW412556.1	836
MW412555.1	835
MW412554.1	835
MW412553.1	830
MW412552.1	834
MW412551.1	834
MW412550.1	836
MW412549.1	835
MW412548.1	699
MW412547.1	822
MW412546.1	836
MW412545.1	836
MW412544.1	837
MW412543.1	834
MW412542.1	722
MW412541.1	824
MW412540.1	836
MW412539.1	827
MW412538.1	835
MW412537.1	835
MW412536.1	835
MW412535.1	835
MW412534.1	650
MW412533.1	827
MW412532.1	836
MW412531.1	835
MW412530.1	835
MW412529.1	804
MW412528.1	836
MW412527.1	827
MW412526.1	822
MW411624.1	1485
MW411623.1	1485
MW411622.1	1485
MW411621.1	1485
MW411620.1	1485
MW411619.1	1485
MW411618.1	1485
MW411617.1	1485
MW411616.1	1485
MW411615.1	1485
MW411614.1	1434
MW411613.1	1485
MW411612.1	1485
MW411611.1	1485
MW411610.1	1335
MW411609.1	1485
MW411608.1	1392
MW411607.1	1485
MW411606.1	1485
MW411605.1	1485
MW411604.1	1485
MW411603.1	1485
MW411602.1	1485
MW411601.1	1296
MW411600.1	1485
MW411599.1	1485
MW411598.1	1485
MW411597.1	1485
MW411596.1	1485
MW411325.1	1485
MW411324.1	1485
MW411323.1	1464
MW411322.1	1485
MW411321.1	1485
MW411320.1	1485
MW411319.1	1485
MW411318.1	1485
MW411317.1	1485
MW411316.1	1467
MW411315.1	1485
MW411314.1	1485
MW411313.1	1485
MW411312.1	1485
MW411311.1	1305
MW411310.1	1485
MW411309.1	1485
MW411308.1	1485
MW411307.1	1485
MW411306.1	1485
MW411305.1	1485
MW411304.1	1485
MW411303.1	1485
MW411302.1	1485
MW410983.1	1485
MW410982.1	1485
MW410981.1	1479
MW410980.1	1413
MW410979.1	1485
MW410978.1	1485
MW410977.1	1053
MW410976.1	1485
MW410975.1	1485
MW410974.1	1485
MW410973.1	1485
MW410972.1	1257
MW410971.1	1485
MW410970.1	1485
MW410969.1	1365
MW410968.1	1485
MW410967.1	1485
MW410966.1	1365
MW410965.1	1461
MW410964.1	1485
MW410963.1	1485
MW410962.1	1485
MW410961.1	1467
MW410960.1	1470
MW410959.1	1467
MW410958.1	1296
MW410957.1	1341
MW410956.1	1354
MW410955.1	1485
MW410954.1	1341
MW410953.1	1354
MW407112.1	778
MW407111.1	786
MW407110.1	777
MW407109.1	790
MW407108.1	777
MW407107.1	702
MW407106.1	783
MW407105.1	786
MW407104.1	702
MW407103.1	789
MW407102.1	777
MW407101.1	789
MW407100.1	705
MW407099.1	789
MW407098.1	744
MW407097.1	768
MW407096.1	606
MW407095.1	779
MW407094.1	790
MW407093.1	744
MW407092.1	786
MW407091.1	783
MW407090.1	790
MW407089.1	806
MW407088.1	786
MW407087.1	790
MW407086.1	790
MW407085.1	790
MW407084.1	777
MW407083.1	783
MW407082.1	786
MW407013.1	786
MW407009.1	1485
MW407008.1	1354
MW406990.1	1485
MW406483.1	1497
MW406482.1	1590
MW406481.1	1593
MW406480.1	1529
MW406479.1	1497
MT856351.1	1485
MT856350.1	1485
MT856349.1	1479
MT856348.1	1479
MT856347.1	1479
MT856346.1	1479
MT856345.1	1479
MT856344.1	1479
MT856343.1	1479
MT856342.1	1479
MT856341.1	1479
MT856340.1	1479
MT856339.1	1479
MT856338.1	1485
MT856337.1	1485
MT856336.1	1485
MT856335.1	1485
MT856334.1	1485
MT856333.1	1485
MT856332.1	1485
MT856331.1	1485
MT856330.1	1485
MT856329.1	1485
MT856328.1	1485
MT856327.1	1485
MT856326.1	1485
MT856325.1	1485
MT856324.1	1485
MT856323.1	1485
MT856322.1	1485
MT856321.1	1485
MT856320.1	1485
MT856319.1	1485
MT856318.1	1485
MT856317.1	1485
MT856316.1	1485
MT856315.1	1485
MT856314.1	1485
MT856313.1	1485
MT856312.1	1485
MT856311.1	1485
MT856310.1	1485
MT856309.1	1485
MT856308.1	1485
MT856307.1	1485
MT856306.1	1485
MT856305.1	1485
MT856304.1	1485
MT856303.1	1485
MT856302.1	1485
MT856301.1	1485
MT856300.1	1485
MT856299.1	1485
MT856298.1	1485
MT856297.1	1485
MT856296.1	1485
MT856295.1	1485
MT856294.1	1485
MT856293.1	1485
MT856292.1	1485
MT856291.1	1485
MT856290.1	1485
MT856289.1	1485
MT856288.1	1485
MT856287.1	1485
MT856286.1	1485
MT856285.1	1485
MT856284.1	1485
MT012480.1	1025
MN567708.1	1485
MN567707.1	1485
MN567706.1	1485
MN567705.1	1485
MN567704.1	1485
MN567703.1	1485
MN567702.1	1485
MN567701.1	1485
MN567700.1	1485
MN567699.1	1485
MN567698.1	1485
MN567697.1	10383
MN567696.1	10383
MN567695.1	10383
MN567694.1	10383
MN567693.1	10383
MN567692.1	10383
MW365268.2	1485
MW405216.1	822
MW404409.1	1479
MW389650.1	415
MW387614.1	10486
MW386902.1	10710
MW386867.1	10739
MW386866.1	10396
MW386865.1	10742
MW386864.1	10721
MW386863.1	10707
MW386862.1	10735
MW377910.1	9345
MW377909.1	10343
MW377908.1	10335
MW377907.1	10352
MW377906.1	10339
MW377905.1	9884
MW377904.1	10352
MW377903.1	10339
MW377902.1	10353
MW377901.1	10324
MW377900.1	10334
MW377899.1	10348
MT040687.1	9577
MT040686.1	9577
MT040685.1	9577
MT040684.1	9577
MT040683.1	9577
MT040682.1	9577
MT040681.1	9828
MT040680.1	9828
MT040679.1	9828
MT040678.1	9828
MT040676.1	9828
MT040675.1	9828
MT040674.1	9828
MT040673.1	9828
MT040672.1	9828
MW365271.1	1485
MW365270.1	1485
MW365269.1	1485
MW365267.1	1485
MW365266.1	1485
MW365265.1	1485
MW365264.1	1485
MW365263.1	1485
MW365262.1	1485
MW364631.1	10732
MW364630.1	10732
LC553256.1	1104
LC553255.1	1104
LC553254.1	1485
LC553253.1	1485
LC553252.1	1485
LC553251.1	1485
LC553250.1	1485
LC553249.1	1485
LC553248.1	1485
LC553247.1	1485
LC553246.1	1485
LC553245.1	1485
LC553244.1	1485
LC553243.1	1485
LC553242.1	1485
LC553241.1	1485
LC553240.1	1485
LC553239.1	1485
LC553238.1	1485
LC553237.1	1485
LC553236.1	1485
LC553235.1	1485
LC553234.1	1485
LC553233.1	1105
LC553232.1	1485
LC553231.1	1485
LC553230.1	1485
LC553229.1	1485
LC553228.1	1485
LC553227.1	1485
LC553226.1	671
LC553225.1	1485
LC553224.1	1270
LC553223.1	1485
LC553222.1	1485
LC553221.1	1485
LC553220.1	1485
LC553219.1	1160
LC553218.1	1485
LC553217.1	1485
LC553216.1	1485
LC553215.1	1093
LC553214.1	1485
LC553213.1	1485
LC553212.1	1485
LC553211.1	668
LC553210.1	662
LC553209.1	671
LC553208.1	1485
LC553207.1	1485
LC553206.1	1485
LC553205.1	1485
LC553204.1	1485
LC553203.1	1122
LC553202.1	1485
MW345921.1	10549
MW341547.1	1045
MW341546.1	1045
MW341545.1	1045
MW341544.1	1045
MW341543.1	1037
MW341542.1	1042
MW341541.1	1045
MW341540.1	1036
MW341539.1	965
MW341538.1	990
MW341537.1	1035
MW332627.1	1485
MW332572.1	1037
MW332260.1	990
MW320656.1	1485
MW320451.1	1479
MT040677.1	9286
MW314721.1	1485
MW314720.1	1485
MW308181.1	9998
MW308180.1	9998
MW308179.1	9998
MW302125.1	395
MN123861.1	2325
MN123860.1	2325
MN123859.1	2325
MN123858.1	2325
MN123857.1	2325
MN123856.1	2325
MN123855.1	2325
MN123854.1	2325
MN123853.1	2325
MN123852.1	2325
MN123851.1	2325
MN123850.1	2325
MN123849.1	2325
MN123848.1	2325
MN123847.1	2325
MN123846.1	2325
MN123845.1	2325
MN123844.1	2325
MN123843.1	2325
MN123842.1	2325
MN123841.1	2325
MN123840.1	2325
MN123839.1	2325
MN123838.1	2325
MN123837.1	2325
MN123836.1	2325
MN123835.1	2325
MN123834.1	2325
MN123833.1	2325
MN123832.1	2325
MN123831.1	2325
MN123830.1	2325
MN123829.1	2325
MN123828.1	2325
MN123827.1	2325
MN123826.1	2325
MN123825.1	2325
MN123824.1	2325
MN123823.1	2325
MN123822.1	2325
MN123821.1	2325
MN123820.1	2325
MN123819.1	2325
MN123818.1	2325
MN123817.1	2325
MN123816.1	2325
MN123815.1	2325
MN123814.1	2325
MN123813.1	2325
MN123812.1	2325
MN123811.1	2325
MN123810.1	2325
MW301595.1	10281
MW295825.1	10426
MW295818.1	10566
MW295817.1	10637
MW295816.1	10608
MW295815.1	10656
MW290492.1	1482
MW290491.1	1477
MW290490.1	1472
MW290489.1	1485
MW290488.1	1470
MW290487.1	1473
MW290486.1	1448
MW290485.1	1448
MW290484.1	1449
MW290483.1	1448
MW290482.1	1485
MW290481.1	1478
MW290478.1	1485
MW290477.1	1485
MW290476.1	1485
MW290475.1	1485
MW290474.1	1485
MW288040.1	10650
MW288039.1	10662
MW288038.1	10639
MW288037.1	10663
MW288036.1	10683
MW288035.1	10641
MW288034.1	10551
MW288033.1	10650
MW288032.1	10693
MW288031.1	10680
MW288030.1	10641
MW288029.1	10640
MW288028.1	10680
MW288027.1	10655
MW288026.1	10525
MW288025.1	10515
MW288024.1	10659
MN886914.1	10700
MN886913.1	10714
MN886912.1	10726
MN886911.1	10730
MN886910.1	10733
MN886909.1	10714
MN886908.1	10712
MN886907.1	10705
MN886906.1	10728
MN886905.1	10731
MN886904.1	10724
MN886903.1	10725
MN886902.1	10707
MN886901.1	10704
MN886900.1	10731
MW206000.1	640
MW269880.1	1131
MW269879.1	1143
MW269877.1	1143
MW269876.1	1143
MW269875.1	1140
MW269874.1	1140
MW269873.1	1140
MW269872.1	1140
LY921396.1	10735
MW243063.1	10646
MW243062.1	10646
MW243053.1	10647
MW243052.1	10649
MW243051.1	10673
MW243050.1	10646
MW243006.1	10568
MW228043.1	1485
MW228042.1	1485
MW228041.1	1485
MW208066.1	9986
MW208065.1	10169
MW208064.1	9971
MW208063.1	10164
MW208062.1	9974
MW208061.1	9772
MW208060.1	10168
MW208059.1	10176
MW208058.1	10167
MW208057.1	9986
MW208056.1	10179
MW208055.1	10176
MW208054.1	9844
MW208053.1	9972
MW208052.1	9856
MW208051.1	10176
MW208050.1	10176
MW208049.1	9955
MW208048.1	9974
MW208047.1	9989
MW208046.1	9979
MW208045.1	9910
MW208044.1	10179
MW208043.1	10179
MW208042.1	9592
MW208041.1	9985
MW208040.1	9874
MW192803.1	426
MW192802.1	451
MW192801.1	351
MW192800.1	358
MW192799.1	422
MW192798.1	442
MW192794.1	436
MW192793.1	375
MW183490.1	351
MN886924.1	10698
MN886923.1	10692
MN886922.1	10718
MN886921.1	10692
MN886920.1	10701
MN886919.1	10703
MN886918.1	10692
MN886917.1	10725
MN886916.1	10702
MN886915.1	10699
MN886899.1	10709
MN886898.1	10729
MN886897.1	10723
MN886896.1	10702
MN886895.1	10725
MN886894.1	10708
MN886893.1	10725
MN886892.1	10694
MN886891.1	10717
MN886890.1	10699
MN886889.1	10726
MN886888.1	10696
MN886887.1	10710
MN886886.1	10714
MN886885.1	10692
MN886884.1	10693
MN886883.1	10701
MN886882.1	10701
MN886881.1	10698
MN886880.1	10694
MN886879.1	10706
MK045286.1	630
MK045284.1	555
MK045282.1	344
MK045281.1	458
MK045280.1	346
MN560056.1	10708
MN449016.1	10176
MN449015.1	10176
MN449014.1	10176
MN449013.1	10176
MN449012.1	10176
MN449011.1	10176
MN449010.1	10176
MN449009.1	10176
MN449008.1	10176
MN449007.1	10176
MN449006.1	10597
MN449005.1	10597
MN449004.1	10597
MN449003.1	10597
MN449002.1	10597
MN449001.1	10597
MN449000.1	10597
MN448999.1	10597
MN448998.1	10597
MN448997.1	10597
MN448996.1	10597
MN448995.1	10597
MN448994.1	10597
MN448993.1	10663
MN448992.1	10663
MN448991.1	10655
MN448990.1	10663
MN448989.1	10663
MN448988.1	10652
MN448987.1	10663
MN448986.1	10663
MN448985.1	10663
MN448984.1	10663
MN448983.1	10663
MN448982.1	10663
MN448981.1	10663
MN448980.1	10663
MN448979.1	10663
MN448978.1	10663
MN448977.1	10663
MN448976.1	10663
MN448975.1	10663
MN448974.1	10663
MN448973.1	10663
MN448972.1	10663
MN448971.1	10663
MN448970.1	10663
MN448969.1	10663
MN448968.1	10663
MN448967.1	10655
MN448966.1	10655
MN448965.1	10663
MN448964.1	10663
MN448963.1	10663
MN448962.1	10663
MN448961.1	10663
MN448960.1	10663
MN448959.1	10663
MN448958.1	10663
MN448957.1	10663
MN448956.1	10663
MN448955.1	10663
MN448954.1	10663
MN448953.1	10663
MN448952.1	10663
MN448951.1	10663
MN448950.1	10663
MN448949.1	10663
MN448948.1	10663
MN448947.1	10663
MN448946.1	10663
MN448945.1	10663
MN448944.1	10663
MN448943.1	10663
MN448942.1	10663
MN448941.1	10663
MN448940.1	10663
MN448939.1	10663
MN448938.1	10663
MN448937.1	10663
MN448936.1	10663
MN448935.1	10663
MN448934.1	10663
MN448933.1	10663
MN448932.1	10663
MN448931.1	10663
MN448930.1	10663
MN448929.1	10464
MN448928.1	10464
MN448927.1	10464
MN448926.1	10464
MN448925.1	10464
MN448924.1	10464
MN448923.1	10464
MN448922.1	10464
MN448921.1	10464
MN448920.1	10464
MN448919.1	10464
MN448918.1	10464
MN448917.1	10464
MN448916.1	10464
MN448915.1	10464
MN448914.1	10464
MN448913.1	10464
MN448912.1	10464
MN448911.1	10464
MN448910.1	10464
MN448909.1	10464
MN448908.1	10464
MN448907.1	10464
MN448906.1	10464
MN448905.1	10464
MN448904.1	10464
MN448903.1	10464
MN448902.1	10464
MN448901.1	10464
MN448900.1	10464
MN448899.1	10464
MN448898.1	10464
MN448897.1	10464
MN448896.1	10464
MN448895.1	10464
MN448894.1	10464
MN448893.1	10464
MN448892.1	10464
MN448891.1	10464
MN448890.1	10464
MN448889.1	10464
MN448888.1	10464
MN448887.1	10464
MN448886.1	10464
MN448885.1	10464
MN448884.1	10464
MN448883.1	10464
MN448882.1	10464
MN448881.1	10464
MN448880.1	10464
MN448879.1	10464
MN448878.1	10464
MN448877.1	10464
MN448876.1	10464
MN448875.1	10464
MN448874.1	10464
MN448873.1	10464
MN448872.1	10464
MN448871.1	10464
MN448870.1	10464
MN448869.1	10464
MN448868.1	10464
MN448867.1	10464
MN448866.1	10464
MN448865.1	10464
MN448864.1	10464
MN448863.1	10464
MN448862.1	10464
MN448861.1	10464
MN448860.1	10464
MN448859.1	10464
MN448858.1	10464
MN448857.1	10464
MN448856.1	10464
MN448855.1	10464
MN448854.1	10464
MN448853.1	10464
MN448852.1	10464
MN448851.1	10464
MN448850.1	10464
MN448849.1	10464
MN448848.1	10464
MN448847.1	10464
MN448846.1	10464
MN448845.1	10464
MN448844.1	10464
MN448843.1	10464
MN448842.1	10464
MN448841.1	10464
MN448840.1	10464
MN448839.1	10464
MN448838.1	10464
MN448837.1	10464
MN448836.1	10464
MN448835.1	10464
MN448834.1	10464
MN448833.1	10464
MN448832.1	10464
MN448831.1	10464
MN448830.1	10464
MN448829.1	10464
MN448828.1	10464
MN448827.1	10464
MN448826.1	10464
MN448825.1	10464
MN448824.1	10464
MN448823.1	10464
MN448822.1	10464
MN448821.1	10464
MN448820.1	10464
MN448819.1	10464
MN448818.1	10464
MN448817.1	10464
MN448816.1	10464
MN448815.1	10464
MN448814.1	10464
MN448813.1	10464
MN448812.1	10464
MN448811.1	10464
MN448810.1	10464
MN448809.1	10464
MN448808.1	10464
MN448807.1	10464
MN448806.1	10464
MN448805.1	10464
MN448804.1	10464
MN448803.1	10464
MN448802.1	10464
MN448801.1	10464
MN448800.1	10464
MN448799.1	10464
MN448798.1	10464
MN448797.1	10464
MN448796.1	10464
MN448795.1	10464
MN448794.1	10464
MN448793.1	10464
MN448792.1	10464
MN448791.1	10464
MN448790.1	10464
MN448789.1	10464
MN448788.1	10464
MN448787.1	10464
MN448786.1	10464
MN448785.1	10464
MN448784.1	10464
MN448783.1	10464
MN448782.1	10464
MN448781.1	10464
MN448780.1	10464
MN448779.1	10464
MN448778.1	10464
MN448777.1	10464
MN448776.1	10464
MN448775.1	10464
MN448774.1	10464
MN448773.1	10464
MN448772.1	10464
MN448771.1	10464
MN448770.1	10464
MN448769.1	10464
MN448768.1	10464
MN448767.1	10464
MN448766.1	10464
MN448765.1	10464
MN448764.1	10464
MN448763.1	10464
MN448762.1	10464
MN448761.1	10464
MN448760.1	10464
MN448759.1	10464
MN448758.1	10464
MN448757.1	10464
MN448756.1	10464
MN448755.1	10464
MN448754.1	10464
MN448753.1	10464
MN448752.1	10464
MN448751.1	10464
MN448750.1	10464
MN448749.1	10464
MN448748.1	10464
MN448747.1	10464
MN448746.1	10464
MN448745.1	10464
MN448744.1	10464
MN448743.1	10464
MN448742.1	10464
MN448741.1	10464
MN448740.1	10464
MN448739.1	10464
MN448738.1	10464
MN448737.1	10464
MN448736.1	10464
MN448735.1	10464
MN448734.1	10464
MN448733.1	10464
MN448732.1	10464
MN448731.1	10464
MN448730.1	10464
MN448729.1	10464
MN448728.1	10464
MN448727.1	10464
MN448726.1	10464
MN448725.1	10464
MN448724.1	10464
MN448723.1	10464
MN448722.1	10464
MN448721.1	10464
MN448720.1	10464
MN448719.1	10464
MN448718.1	10464
MN448717.1	10464
MN448716.1	10464
MN448715.1	10464
MN448714.1	10464
MN448713.1	10464
MN448712.1	10464
MN448711.1	10464
MN448710.1	10464
MN448709.1	10464
MN448708.1	10464
MN448707.1	10464
MN448706.1	10464
MN448705.1	10464
MN448704.1	10464
MN448703.1	10464
MN448702.1	10464
MN448701.1	10464
MN448700.1	10464
MN448699.1	10464
MN448698.1	10464
MN448697.1	10464
MN448696.1	10179
MN448695.1	10179
MN448694.1	10179
MN448693.1	10179
MN448692.1	10179
MN448691.1	10179
MN448690.1	10179
MN448689.1	10179
MN448688.1	10179
MN448687.1	10179
MN448686.1	10179
MN448685.1	10179
MN448684.1	10179
MN448683.1	10179
MN448682.1	10179
MN448681.1	10179
MN448680.1	10179
MN448679.1	10179
MN448678.1	10179
MN448677.1	10179
MN448676.1	10179
MN448675.1	10179
MN448674.1	10179
MN448673.1	10179
MN448672.1	10179
MN448671.1	10179
MN448670.1	10179
MN448669.1	10179
MN448668.1	10179
MN448667.1	10179
MN448666.1	10179
MN448665.1	10179
MN448664.1	10179
MN448663.1	10179
MN448662.1	10179
MN448661.1	10179
MN448660.1	10179
MN448659.1	10179
MN448658.1	10179
MN448657.1	10179
MN448656.1	10179
MN448655.1	10179
MN448654.1	10179
MN448653.1	10179
MN448652.1	10179
MN448651.1	10179
MN448650.1	10179
MN448649.1	10179
MN448648.1	10179
MN448647.1	10179
MN448646.1	10179
MN448645.1	10179
MN448644.1	10179
MN448643.1	10179
MN448642.1	10179
MN448641.1	10179
MN448640.1	10179
MN448639.1	10179
MN448638.1	10179
MN448637.1	10179
MN448636.1	10179
MN448635.1	10179
MN448634.1	10179
MN448633.1	10179
MN448632.1	10179
MN448631.1	10179
MN448630.1	10179
MN448629.1	10179
MN448628.1	10179
MN448627.1	10179
MN448626.1	10179
MN448625.1	10179
MN448624.1	10179
MN448623.1	10179
MN448622.1	10179
MN448621.1	10179
MN448620.1	10179
MN448619.1	10179
MN448618.1	10179
MN448617.1	10179
MN448616.1	10179
MN448615.1	10179
MN448614.1	10179
MN448613.1	10179
MN448612.1	10179
MN448611.1	10179
MN448610.1	10179
MN448609.1	10179
MN448608.1	10179
MN448607.1	10179
MN448606.1	10179
MN448605.1	10179
MN448604.1	10179
MN448603.1	10179
MN448602.1	10179
MN448601.1	10179
MN448600.1	10179
MN448599.1	10179
MN448598.1	10179
MN448597.1	10179
MN462637.1	10065
MN462636.1	10173
MN462635.1	10173
MN462634.1	10173
MN462633.1	10173
MN462632.1	10173
LY720053.1	1056
LY720052.1	1056
LY720051.1	1056
LY720050.1	1056
MT799882.1	1885
MT799881.1	1885
MT799880.1	1885
MT799879.1	1885
MT799878.1	1885
MN566112.1	10722
MN566111.1	10722
MN566110.1	10704
MN566109.1	10702
MN548855.1	1912
MN548854.1	1911
MN548853.1	1832
MN548852.1	823
MN548851.1	715
MN548850.1	1911
MN548849.1	1912
MN548848.1	1912
MN548847.1	1905
MN548846.1	1905
MN548845.1	1911
MN548844.1	1910
MN548843.1	1910
MN548842.1	1852
MT597439.1	10252
MG973744.1	504
MG973743.1	499
MG973742.1	454
MG973741.1	466
MW018171.1	1485
MW018170.1	1485
MW018169.1	1485
MW018168.1	1485
MW018167.1	1485
MW018166.1	1485
MW018165.1	1485
MW018164.1	1485
MW018163.1	1485
MW018162.1	1485
MW018161.1	1485
MW018160.1	1485
MW018159.1	1485
MW018158.1	1485
MW014049.1	1479
MW014048.1	1476
MW014047.1	1473
MW014046.1	1485
MW014045.1	1479
MW014044.1	1485
MW014043.1	1479
MW014042.1	1485
MW014041.1	1479
MW014040.1	1485
MW014039.1	1482
MW014038.1	1485
MW014037.1	1485
MW014036.1	1485
MW014035.1	1485
MW014034.1	1479
MT122896.1	1485
MT122895.1	1485
MT122894.1	1485
MT122893.1	1485
MT122892.1	1485
MT122891.1	1485
MT122890.1	1485
MT122889.1	1485
MT122888.1	1485
MT122887.1	1485
MT122886.1	1485
MT122885.1	1485
MT122884.1	1485
MT122883.1	1485
MT122882.1	1485
MT122881.1	1485
MT122880.1	1485
MT122879.1	1485
MT122878.1	1485
MT122877.1	1485
MT122876.1	1485
MT122875.1	1485
MT122874.1	1485
MT122873.1	1485
MT122872.1	1485
MT122871.1	1485
MT122870.1	1485
MT122869.1	1485
MT122868.1	1485
MT122867.1	1485
MT122866.1	1485
MT122865.1	1485
MT122864.1	1485
MT122863.1	1485
MT122862.1	1485
MT122861.1	1485
MT122860.1	1485
MT122859.1	1485
MT122858.1	1485
MT122857.1	1485
MT122856.1	1485
MT122855.1	1485
MT122854.1	1485
MT122853.1	1485
MT122852.1	1485
MN253134.1	10242
MN253133.1	10504
MN253131.1	10504
MN253130.1	10557
MN253129.1	10614
MN253125.1	10651
MN253124.1	10541
MT862895.1	10164
MT862894.1	10161
MT862893.1	10161
MT862892.1	10170
MT862891.1	10161
MT862890.1	10161
MT862889.1	10161
MT862888.1	10173
MT862887.1	10161
MT862886.1	10161
MT862885.1	10164
MT862884.1	10161
MT862883.1	10161
MT862882.1	10161
MT862881.1	10164
MT862880.1	10164
MT862879.1	10161
MT862878.1	10164
MT862877.1	10176
MT862876.1	10161
MT862875.1	10164
MT862874.1	10164
MT862873.1	10161
MT862872.1	10164
MT862871.1	10176
MT862870.1	10173
MT862869.1	10173
MT862868.1	10176
MT862867.1	10170
MT862866.1	10173
MT862865.1	10170
MT862864.1	10176
MT862863.1	10176
MT862862.1	10149
MT862861.1	10161
MT862860.1	10161
MT862859.1	10161
MT862858.1	10152
MT862857.1	10158
MT862856.1	10176
MT862855.1	10164
MT982922.1	1713
MT982919.1	1672
MT982918.1	1672
MT982917.1	1668
MT982731.1	10647
MT982169.1	10668
MT982148.1	10665
MT982126.1	10666
MT981514.1	1667
MT981513.1	1680
MT981512.1	1665
MT981511.1	1665
MT981494.1	1665
MT981491.1	1666
MT981492.1	1665
MT981148.1	10668
MT981085.1	10668
MT981011.1	10669
MT980927.1	10668
MT955341.1	6953
MT953867.1	923
MT953866.1	923
MT953865.1	923
MT953864.1	923
MT953863.1	923
MT953862.1	923
MT459980.1	10586
MN294937.1	10723
MT949456.1	502
MT929291.1	449
MT929160.1	10304
MT921575.1	10703
MT921574.1	10697
MT921573.1	10618
MT921572.1	10720
MT921571.1	10723
MT921570.1	10713
MT921569.1	10733
MT377749.1	1485
MT377748.1	1485
MT377747.1	1485
MT377746.1	1485
MT377745.1	1485
MT377744.1	1485
MT377743.1	1485
MT377742.1	1485
MT377741.1	1485
MT377740.1	1485
MT377739.1	1485
MT377738.1	1485
MT377737.1	1485
MT377736.1	1485
MT377735.1	1485
MT377734.1	1479
MT377733.1	1479
MT377732.1	1479
MT377731.1	1479
MT377730.1	1479
MT377729.1	1485
MT377728.1	1485
MN886878.1	10697
MN886877.1	10728
MN886876.1	10720
MN886875.1	10705
MN886874.1	10722
MN886873.1	10695
MN886872.1	10705
MN886871.1	10686
MN886870.1	10722
MN886869.1	10711
MN886868.1	10718
MN886867.1	10706
MN886866.1	10719
MN886865.1	10721
MN886864.1	10704
MN886863.1	10694
MN886862.1	10695
MN886861.1	10693
MN886860.1	10712
MN886859.1	10698
MN886858.1	10717
MN886857.1	10689
MN886856.1	10697
MN886855.1	10692
MN886854.1	10687
MN886853.1	10688
MN886852.1	10698
MN886851.1	10691
MN886850.1	10690
MN886849.1	10699
MN886848.1	10690
MN886847.1	10697
MN886846.1	10723
MN886845.1	10687
MN886844.1	10690
MN886843.1	10680
MT899085.1	10272
MT899084.1	10272
MT899083.1	10327
MT897896.1	10190
MT872635.1	2234
MT872516.1	1172
MT860677.1	1178
MT860676.1	1178
MT860675.1	1178
MT860674.1	1178
MT860673.1	1178
MT860672.1	1178
MT860671.1	1178
MT860500.1	1479
MT860499.1	1479
MT860498.1	1479
MT860497.1	1479
MT860496.1	1479
MT860495.1	1479
MT845880.1	1440
MT835138.1	1445
MT835137.1	1485
MT835136.1	1485
MT835135.1	1485
MT835134.1	1485
MT835133.1	1485
MT835132.1	1485
MT835131.1	1485
MT835130.1	1485
MT835129.1	1485
MT835128.1	1485
MT835127.1	1485
MT835126.1	1485
MT835125.1	1485
MT835124.1	1485
MN239487.1	10568
MN952967.1	10173
MN952966.1	10173
MT815453.1	1479
MN886842.1	10709
MN886841.1	10705
MN886840.1	10706
MN886839.1	10704
MN886838.1	10703
MN886837.1	10721
MN886836.1	10705
